,SNP1,SNP2,SNP3,SNP4,SNP5,SNP6,SNP7,SNP8,SNP9,SNP10,SNP11,SNP12,SNP13,SNP14,SNP15,SNP16,SNP17,SNP18,SNP19,SNP20,SNP21,SNP22,SNP23,RBP4,年龄,孕次,产次,身高,孕前体重,BMI分类,孕前BMI,收缩压,舒张压,分娩时,糖筛孕周,VAR00007,wbc,ALT,AST,Cr,BUN,CHO,TG,HDLC,LDLC,ApoA1,ApoB,Lpa,hsCRP,SNP24,SNP25,SNP26,SNP27,SNP28,SNP29,SNP30,SNP31,SNP32,SNP33,SNP34,SNP35,SNP36,SNP37,SNP38,DM家族史,SNP39,SNP40,SNP41,SNP42,SNP43,SNP44,SNP45,SNP46,SNP47,SNP48,SNP49,SNP50,SNP51,SNP52,SNP53,SNP54,SNP55,ACEID,label
SNP11,-0.036525551248311236,-0.008086936840464258,0.1035071492619291,-0.019156151056366356,-0.03204905343216091,0.042778367074721144,0.002739364462516786,0.005808065073522689,0.0022606705477721365,0.025332837117287434,1.0,-0.017334373355523815,-0.008594472733782891,-0.028871722721549954,0.01460044125493041,-0.01580335580431441,-0.004042654767675966,0.022229475778767396,0.029150621326774716,-0.01900822317479436,0.032976094445850285,-0.03215962960876614,0.025284322223765126,0.0025757275305087336,-0.004419348468954121,0.06874909329147652,0.028202307012090866,0.037715955661931144,0.08711901860923921,0.043893511427698505,0.07523384997845022,-0.05035083441498274,-0.026743883818437193,0.035162185691969605,-0.03012077894430547,0.02200544727266143,-0.04033544976064136,-0.01725264529826694,-0.07467145856775931,-0.03825724295746739,-0.013806193199638139,0.039714145197871906,-0.019217339032546975,0.01991300987072984,0.03935743825876701,0.021622650832597436,-0.005998610008761996,0.0161036972319446,-0.1068593408216969,0.06535906608961271,0.007351131482518347,-0.044919302242960105,-0.048176894742290144,0.025473652438113826,0.034846968492291366,-0.006074018674587295,-0.03389302246242542,0.030423587195913527,-0.07100833894486684,-0.00400183579427019,-0.06400567222558726,-0.07253082642585432,0.003610691248512575,-0.021050550130645763,-0.03614877446076906,-0.062285896395068034,0.02863179879394094,-0.0538595883955452,0.03810713354219711,-0.041512242298124065,0.030614109086448647,-0.0006619688081339916,0.038831595088117864,-0.019795960198593605,0.028168232091623068,0.016761179223510118,0.009870915948430889,0.01501658224945221,-0.031171803566344195,0.007844894320288114,0.02011285391711466,0.026909508746319005,0.04494449210442672,0.048112227155864495
SNP12,0.0011602500909525138,-0.06452116505533935,-0.03012836917202727,-0.034138838583924684,-0.04271804496613374,-0.024421702146642407,-0.04835367640394742,-0.05322740602801213,-0.055910420223467726,-0.00823600792750107,-0.017334373355523815,1.0,0.05357990189486663,0.04173340648261264,0.031567128482943435,-0.02919115111281866,-0.016229077614764414,-0.013872045720741489,-0.01764854692920378,0.025852743831773675,0.09630157213813385,-0.0076768066083276075,-0.006121642385957573,0.002933806445959388,-0.006883633279783094,0.04717922030752128,0.0025135122674382945,0.04898435086037688,0.030260339753311345,0.02523376766867869,0.01645035974922336,0.03763773125998463,0.008990674856518438,0.04935596103658199,-0.006251235520594335,-0.010403321238760211,0.03508465882191223,0.016958924714686942,0.015521770889813033,-0.0021701026959105338,0.014330310866082087,-0.01705549591757505,0.00917544964936097,-0.00695604057858452,-0.023497972760799145,-0.010884578086393676,-0.013881552706644094,-0.08129679080768185,0.04010282858141002,-0.029864691027276347,-0.029873172806491106,0.034502639709578044,0.0471451935445199,-0.03434895246733991,-0.005145170505414709,-0.02925619202203916,0.023055920760256515,-0.053171240908083756,0.07219111812016482,-0.06371030971180656,-0.06430166457836517,0.0315006153789976,0.056056952361900975,-0.006251784676492244,-0.0023554399083023166,0.018188795730507867,-0.040201918421535345,0.02007918883676595,0.0029100990011341147,-0.02088128270997605,0.018114109582240148,-0.006548851347915595,0.0006062423624074831,-0.05556632983802773,0.02188376179715595,-0.016689091366033432,0.052322410778591316,-0.023079213141910804,0.021201822671045607,0.007275201104135861,-0.07232797859619863,-0.023979844616143536,0.0023801976625858604,0.025750841473624123
SNP13,-0.01731668910736101,0.03905019685130428,-0.02588160127728672,0.012577277044562903,0.0012710512256517315,-0.033491919270444453,-0.014306600112218194,0.04186027947833048,0.04608914367979309,-0.007014923571939314,-0.008594472733782891,0.05357990189486663,1.0,0.834949211217183,0.04098057469078705,-0.013748774191891952,0.013903825423056031,0.030308442729908253,0.021190660283489152,-0.0006378113411550936,-0.128933265727775,-0.008941897700451928,-0.033075117593212466,0.053555654830269715,0.01758595062474366,0.01730037125176231,-0.013164865149718687,-0.05940978570740257,-0.004380272004306369,0.002540254789313074,0.016734239847921675,-0.0012431283208367589,-0.001996713452471472,-0.12644884987123906,0.010663124868161213,0.04728976713339549,-0.035837928525641084,0.01657481104914853,-0.0726591004262337,-0.04529600561297829,-0.0015651355322831777,-0.019244816893822975,0.023176545683227627,-0.018151683344093377,-0.020341414285021828,0.007741417979512586,0.0027962879390093444,-0.01135304488050371,-0.03657910926649689,-0.06968420616029196,-0.04091050826443812,0.030613290635966024,0.012270068008399094,0.06657875442829064,0.02315280055422243,-0.003263943410226255,0.011277412342539154,0.0014524182689306597,0.04743866640988833,0.008560313895989737,-0.05471852601412485,0.009500395436526124,0.018757533105353868,0.018759257839426342,0.08128812983801892,-0.02988081976055545,-0.020221702403697982,-0.03958136205909839,0.00014471984663917293,0.005142489100939052,0.015890850267756357,0.011053832670972737,-0.022275245299019236,0.009609612882589682,0.08367298842536137,0.014480190296366187,0.03797022996831325,-0.031067466194700338,0.024717863755853112,-0.04906600211950685,0.008751790147960325,-0.0196972768245944,0.054701643310258986,0.06783274011167141
SNP14,0.00505511190663908,0.02167500064286492,-0.05414440819918602,0.011092285619175317,-0.035295965804032076,-0.04449047355257615,0.007685904964320932,0.03601536317270105,0.04014946749840869,-0.010491887724468369,-0.028871722721549954,0.04173340648261264,0.834949211217183,1.0,0.03999409925477311,-0.029389262512556302,0.022012290020110032,0.028923737745228183,0.01798549996587129,0.010427090619007802,-0.09848648367144404,0.020034426775281385,-0.04276947480394295,0.08795442962962449,0.00801845961069599,0.0068744823026850735,0.011761263637277045,-0.027479333397076536,-0.030040692003898774,-0.034669472544698404,-0.027852576572265027,-0.01620754687562621,-0.03436455476650131,-0.1143600172654715,0.03194746008994566,0.0643278799378708,-0.007161539454607238,0.03018134406423447,-0.0811262303065809,-0.026482393852552643,0.0048941793433965285,0.007226875667000493,0.025391102617019847,0.0012665017217080817,0.0019229694636744594,0.025210462911785556,-0.000606478344411239,0.010972945442076127,-0.012761694933324491,-0.043007880877892944,-0.07288969695310168,0.03519379197198034,0.030561027674134846,0.07134396219258723,0.002263107664352884,-0.010819659186486735,0.0007299314857707135,-0.005477395549929251,0.04848410565208852,0.00702881315827468,-0.053746051631571125,-0.015121301736492704,-0.009119247328463654,0.0202304205171086,0.05253271451726716,-0.010696496775877945,-0.02237385658086859,-0.03135829525481659,-0.017107763059076787,0.0013067984514171275,-0.011673307185310365,0.021609127378291085,0.002454991447586936,0.045483298620457004,0.08048792991085653,0.004085650553790991,0.02091798203612771,-0.04238150592006699,0.015755771467767687,-0.03390557017059168,-0.010038345205493338,-0.04731609664837329,0.059543281247363675,0.05296903707563103
SNP15,-0.0002825485622330979,-0.0336129058052511,-0.008228242472737804,-0.07663891044594633,0.026456988547115992,0.015156508034837332,-0.041217571867519454,-0.004036542447759158,-0.0061184499812679035,0.010918109339186176,0.01460044125493041,0.031567128482943435,0.04098057469078705,0.03999409925477311,1.0,-0.004713530638756085,-0.3047649100439256,0.03214487513283214,0.03396641500092214,-0.39234285498226756,0.03239653009927229,0.004982991603248772,0.05608899887930849,-0.12425669578599315,-0.0020186294270947893,-0.011545059191412814,-0.016728095926922842,0.040846470906034625,0.037317323042179246,-0.0052029539034804265,0.01446624692419924,0.025965938395367268,0.039764256583275794,0.06928469378412468,-0.010532064113561076,0.02300268935033928,0.007678602482072234,0.003928374463854325,-0.005640982379373655,0.017558526971256743,0.03211515762269322,0.0021899301437618367,0.010495314649076267,0.008883559114890341,0.005028831814817074,-0.004451573698717212,0.02588877828898905,0.008413619775062914,0.029177213310069162,-0.03195013468338844,-0.005777115077823787,0.0188680622781502,0.02326568921211911,0.058186148543536056,0.008832650371722494,-0.020738462528901883,-0.02465933417207107,0.006460518528751088,-0.023476302242252726,-0.019365843357830245,-0.038447064850555476,-0.025059206715015745,-0.007945049784149142,-0.01678062260842476,-0.02255181193150369,-0.013977387437177188,-0.02177234284356718,0.02443965016742307,0.07664561222097419,-0.04886716163597192,0.034673812007094636,0.02193314590014546,0.007567091933273959,0.021886853991995057,-0.014324027540970532,0.011286630188660945,0.025261097873998894,-0.038354614407106996,-0.03884625179852088,-0.010040030530086138,0.029750983019219617,0.011115988729965366,0.04283373967852879,0.01302428910470203
SNP16,0.0016465320859260512,-0.04752868101186614,-0.0241269798087061,0.0348300085482568,-0.05157737465507633,0.04301748666402211,-0.0014023334808174143,-0.012013412344154529,-0.016023726816631875,0.01986043250963606,-0.01580335580431441,-0.02919115111281866,-0.013748774191891952,-0.029389262512556302,-0.004713530638756085,1.0,0.049716493604955427,0.028500557146545806,0.03395417118537818,0.059222108422058994,0.004604842975736717,-0.08421052947997269,-0.1019644958930725,0.06912290726415758,0.0655299622804254,0.028059676029207337,-0.04872770029711869,0.06673667923879001,0.1074528692892209,0.07129965918218509,0.08775779013481254,-0.009643453894027838,-0.024742417465819396,0.17559950353979806,-0.005284840956422634,0.04212491343736207,0.006425282813326217,0.005702191113226702,-0.007021754061984757,0.08011691733470919,0.001413157133871554,-0.011734053426970124,0.014725277921697182,-0.04456730390035635,0.011703430329668463,-0.0318114997685149,0.027041680392889823,0.027180748988546433,0.030591412733965904,-0.06597918683340973,0.030035843555469684,0.0068977382557753415,0.008193961898127777,-0.05031519258255273,0.0028916497895670724,-0.0030319000416728042,-0.029285375589558987,0.024075365468593443,0.013181110052370703,0.10257459019115509,-0.0019568964357105233,0.05619923665600657,0.022764123580315026,0.017324639317151974,-0.009593840953048377,-0.05790839522886977,0.003761390286782103,-0.02753924880680025,0.0600142722887884,-0.02888004538174617,-0.011338938060102473,0.006156687688511221,-0.046736536457736684,-0.009092194398261741,0.01085520386670942,-0.036520452822149344,-0.0427441185994039,-0.003986618750636338,0.015204112716047795,-0.04849304634364153,-0.029001033213305338,-0.02896351657757678,-0.07943742764529893,0.037299599407493125
SNP17,0.021040020748404213,0.037188038694000385,-0.014612856788881457,0.07522313307095334,0.026078570370940697,0.03869906363171727,0.02738003633313799,0.052538932480452216,0.050460249018927414,0.036764078672578276,-0.004042654767675966,-0.016229077614764414,0.013903825423056031,0.022012290020110032,-0.3047649100439256,0.049716493604955427,1.0,0.048416507187371755,0.046424062457344345,0.12813460910588453,-0.03913872969531839,-0.0399947871132003,-0.038980929724944616,-0.07505504234045378,-0.00846473931585803,0.037812753863849975,0.056576798150046,-0.003929920276718118,0.010558176092062362,-0.0010959397795235043,0.02664106472485227,0.02038676773111859,0.042993604242873976,0.020245420200752026,-0.008207669254306542,0.014700451156708701,-0.002099613037362393,0.004477225569416063,-0.03443242162697622,-0.029526630231278037,-0.012922336121305562,-0.048786039755198345,-0.007644414682319938,-0.01545238336126039,-0.07227985367858422,0.0017460544576136559,-0.05911383087334249,-0.02954510092258427,0.00817214532265171,0.03272761421799821,0.01256550260111479,-0.06968739209486395,0.02642131022238613,-0.029211466522051466,-0.025409430174053657,-0.020659359988613686,-0.006948421639205678,-0.016565334928520366,-0.012738122424359809,0.047919848173891055,0.027062495177508243,0.02396615664917834,0.005070394435284981,-0.012325765209481525,0.01878917390199001,0.06287457385856987,-0.025623111460392763,0.042462410697023494,0.04069093431349944,0.03529830019945478,-0.027596675413319,0.06262007191425552,0.04804402134094892,-0.04006051866977104,0.008898990786480095,0.013460858414000904,0.05426063169552785,0.02284780232214613,0.00496425575784764,0.07274894041540998,-0.0886226414873088,-0.09517003739948271,-0.001442026990981387,0.036330002198121235
SNP18,-0.060954833561511976,0.001994837476234537,-0.009103247626338826,-0.009737820561337956,-0.03777222345196399,0.01232939383100887,0.017533599561984373,0.051562444195927995,0.046845203580184944,0.051443862268524605,0.022229475778767396,-0.013872045720741489,0.030308442729908253,0.028923737745228183,0.03214487513283214,0.028500557146545806,0.048416507187371755,1.0,0.9987068181595214,0.010061168957024573,-0.07078328655622756,-0.01084435230230505,-0.029507028696751165,-0.06229876350199051,0.0071195255243713855,-0.034248088861835745,0.01041714821280112,-0.031225666038060804,-0.043285988107054876,0.0034278521414729847,-0.03191359058804269,-0.07358851296088145,-0.07770008530710214,-0.06099744031561319,-0.016416057534069654,-0.03102147624760186,-0.0425231567367672,0.007123302385051001,-0.019723072091123277,0.012465246287501494,-0.010405940820800668,0.016372911976995874,0.03485196596694709,0.00292067406159048,0.009816985203644506,0.010863257532784637,0.03474901973273312,0.005341558077564558,-0.0397999473938159,-0.02015270936400933,-0.011668248914421865,-0.022061384479308034,0.0183578094352092,-0.06334874515557262,0.062360905296459074,-0.024916437676499016,-0.04517723079719336,0.003492630437677181,-0.007815868871793865,0.013694112128858325,0.02382394524114641,0.027043905940472773,0.015254155326915592,-0.028894249871337475,0.06257199516531167,0.02500283181867503,-0.05682586528599471,0.01489656508869724,0.04677756702013259,-0.03412487135357993,0.05859464324394491,-0.0658701172717754,0.012728836048390474,0.025741316638326985,-0.09204880140567805,-0.03180315773452197,-0.0494893138202997,0.06775513320003927,-0.04994720882188212,0.031127914088900654,-0.057909145653004694,-0.10199843802834441,0.05333394042411923,-0.017343388472460638
SNP19,-0.061216408794073536,-0.005761348166309021,-0.007506504781885267,-0.021257406805238188,-0.04272219287588939,0.009903846079255011,0.01428938893243052,0.06427825536611184,0.05882441244546537,0.06206998234836397,0.029150621326774716,-0.01764854692920378,0.021190660283489152,0.01798549996587129,0.03396641500092214,0.03395417118537818,0.046424062457344345,0.9987068181595214,1.0,0.013125637724961566,-0.07757241994609797,-0.003907407319540112,-0.03577477946345449,-0.061621815238103256,0.004554742364062162,-0.036461206509700674,0.004028421319074255,-0.01978555285558819,-0.03892912488887909,0.004062908986042632,-0.033666737574044245,-0.06665835592128097,-0.07264847819251827,-0.049607485088713085,-0.02641736463988658,-0.030409281464689752,-0.02625479604179037,0.010052688052989376,-0.01639769210986481,0.010251307264329976,-0.0217340366219832,0.008690459320483153,0.037165785648699164,-0.006937180859783465,0.001524730290841482,0.0010187165436729693,0.024882011448763678,-0.0017408255206349103,-0.0342270545428747,-0.011265362086359108,-0.009883901225494795,-0.015390415839890549,0.02710260893679123,-0.06202622894032417,0.06259124565125526,-0.02887152660627924,-0.04636726119647468,-0.006242879342203701,-0.02177152154903671,0.013135407298774583,0.022049130762407075,0.02064406488915889,0.019672937314801478,-0.02513791975914913,0.06446046376237063,0.019075455614028885,-0.045322825482995745,0.009295845350656667,0.046445616334818376,-0.03147245382658394,0.054385969846469734,-0.07017228063292581,0.008350103592964042,0.017676831559637715,-0.10945805699285532,-0.03247869228925567,-0.05553443036797193,0.06515865341712598,-0.06233678226574476,0.034271803655000266,-0.054790745763706114,-0.10171601845918025,0.03293082220729401,-0.008203122743720438
SNP20,0.001057895571905936,0.008189151341704424,0.002820495173398562,0.039224216227177644,-0.048132355519043296,0.041971759572723526,0.018866545616844446,0.0626361137001143,0.05991275875309756,0.04621572147851334,-0.01900822317479436,0.025852743831773675,-0.0006378113411550936,0.010427090619007802,-0.39234285498226756,0.059222108422058994,0.12813460910588453,0.010061168957024573,0.013125637724961566,1.0,-0.07370516637720018,-0.05549105607667509,-0.042335537325127424,0.11644347509592895,0.026745253737156423,0.044649399310170874,-0.11863993551323722,-0.020548131459120492,-0.017339610996963812,0.004909492517930196,-0.003310546815559951,-0.019183648008106912,-0.03797892910166218,0.02323067798629041,0.013800772247558848,0.012372226631186175,-0.0103403054929257,0.0030666199096108125,-0.002768346381678477,0.013483488900590753,-0.03169653543332629,0.015517006039277793,0.006947951491152097,0.04111397833791563,0.011000084509215757,0.02088015460235981,-0.0009012322770510755,0.060274423077363165,0.015434119540049644,0.03375306666158574,-0.00756200311210719,0.00677865207434312,0.011506420456987838,-0.08207064223752802,-0.0041994155944636855,0.07714412723024955,0.015545289679074684,0.03450206028152671,0.0033673346834789497,0.009433783288009097,0.02343097814569843,0.0005863931373959393,-0.001150883903199483,0.051605647676391225,-0.027335445174742443,0.010418307319580697,0.030180126438731154,-0.009978986281079915,-0.02103821430767576,-0.015467700441286883,0.004924879758208633,-0.006596810328036085,0.011567494253931112,-0.02316300002243946,-0.06030614063444221,-0.009141014129748399,0.08440209345043946,0.00316743403315668,-0.019271551147042397,0.005368435107429666,0.0029006453733686475,0.02181857418232667,-0.038056826776446555,0.028303750442150506
SNP21,0.005733706237243083,-0.011033634176320688,0.08844024881280758,-0.10342042059964256,-0.07598509559253866,0.04163803688435201,0.003342867551185657,-0.670966378514994,-0.6749018967787087,-0.2403036222866576,0.032976094445850285,0.09630157213813385,-0.128933265727775,-0.09848648367144404,0.03239653009927229,0.004604842975736717,-0.03913872969531839,-0.07078328655622756,-0.07757241994609797,-0.07370516637720018,1.0,-0.07541578644231753,0.07848403598042854,0.0859788740794405,-0.003791535190421707,0.0013924066284077392,0.0503711508874195,0.025290851288057723,-0.0472612105242821,-0.06875454752882305,-0.03789614550706593,0.003129243284155934,0.010676172859741937,-0.1247124451310294,-0.035119002255229896,-0.10154106327850737,0.10484874995196813,-0.03956648730363724,0.04664275718347649,0.024511022211318626,-0.04432049000556573,-0.04055270868784978,-0.0009639509727768026,-0.07091279973178503,-0.017730648476390283,-0.11140910376454684,0.05387900194380394,0.010777093362346203,0.01929924365669185,0.07548025132043046,0.08563885032073618,-0.022886498140463032,0.014361439153602574,0.02781342012008268,-0.0075554190426957366,0.04247588937593239,0.03207860646047393,0.0064259928263308815,0.06722753713980194,-0.005647994994601836,-0.002624117237240257,0.06260316024619596,-0.007549122820507463,-0.009094181108140817,0.04591638037695158,-0.0253750864059654,0.060265958787602034,-0.032166816216845175,0.05717529791666723,-0.08926844088911412,0.0029428044884195824,-0.006222776088053417,-0.00032418640144348416,0.055311502523574176,-0.02604918638251551,-0.02647990307302071,0.06511493285939801,-0.009819560430848,-0.029121064501525528,-0.062146441225411075,-0.010121692336731868,0.030935811522025198,-0.0033752126468154344,-0.0401822805655859
SNP22,0.02688485287325281,-0.04362173760003337,-0.09639934015823448,0.004022692365172152,0.009979787400102753,-0.05485524334524363,0.05610872707072122,0.04238505766512542,0.043645571695146976,0.011672595426686652,-0.03215962960876614,-0.0076768066083276075,-0.008941897700451928,0.020034426775281385,0.004982991603248772,-0.08421052947997269,-0.0399947871132003,-0.01084435230230505,-0.003907407319540112,-0.05549105607667509,-0.07541578644231753,1.0,-0.0384932727221151,-0.26164828243619215,-0.08630012850538708,-0.12874342428243038,-0.0575937442928035,-0.04540166159396293,-0.10839902607213334,-0.07125294499731323,-0.1027362872573279,-0.030655264797633423,-0.01269219720427143,-0.1171128564438185,-0.03997699382887955,-0.08547516119761109,-0.0034127099969738606,-0.0483401733956351,0.023838051927774186,-0.017097774246706304,-0.007368835308247174,0.053472024061464576,-0.08291017295235659,0.09136992381711646,0.043869711150072176,0.049645259746927704,0.01168836567082518,0.03970040013825404,-0.0033938336652643564,-0.03528142475661416,-0.03933075938010057,0.024569844873385604,0.008242473027084167,-0.006602831664008843,-0.032315081779778695,-0.022892726316003184,-0.02569845704149252,-0.015786784870486556,-0.07023192873090427,-0.047191039920776584,-0.048502888805988936,0.009249862558758088,-0.004447852608943793,0.06292902654304225,0.0176028521062941,0.03566562687606664,0.0026674211900493145,-0.006941757052335848,-0.0717965471773932,0.8632359966910893,-0.016064576129650773,-0.06244715914138968,-0.1186845240403891,0.008696802481212433,0.013797861635652785,-0.05640094782881216,0.051068922021139024,0.07634652416951404,0.0018211545722299036,0.07518200316660431,-0.011318889095388628,-0.02700904087878261,-0.002111572926158199,-0.139502152300276
SNP23,0.08678758851160838,-0.000758074162466095,0.08172830877510247,0.026934255782895277,0.03070035287506628,-0.045037709901150844,-0.04604039903496731,-0.12196755473765222,-0.1177530172337716,-0.08429746762683565,0.025284322223765126,-0.006121642385957573,-0.033075117593212466,-0.04276947480394295,0.05608899887930849,-0.1019644958930725,-0.038980929724944616,-0.029507028696751165,-0.03577477946345449,-0.042335537325127424,0.07848403598042854,-0.0384932727221151,1.0,0.09733508598063657,-0.0343825775304045,-0.02436897016913419,-0.0313321941872866,-0.0658439357663664,-0.05313637482838613,-0.0018073283347802684,-0.04040486515917875,-0.013041756639109128,0.023395452139991845,-0.09850145434982399,-0.05977810170551808,-0.027794378659245524,0.007275129083947767,0.0370558035480306,0.06823585808197294,-0.031086804767920903,0.047510610813646804,-0.011714573670442404,-0.043302220887467546,-0.00204504492923013,-0.012080697958726419,-0.015757608069656866,-0.011610513073382851,-0.03168203833452711,-0.07066922816422994,0.10159061989214051,0.07696982704820636,0.0434727838169865,0.02608883656624032,-0.09132336117736228,-0.09835341859318149,0.02831800694014585,0.0548529853159353,-0.05733977393651526,-0.04931247353599921,0.06197453093135002,0.08541451306294141,0.03092777245072131,0.018278935878637628,0.03801304192270592,0.027905445538183422,0.06296565737651455,-0.000876075314965981,0.018669397857837878,-0.019021126414627856,-0.06437118285284216,-0.0267550765423488,0.03929513411893769,0.0028463711090049386,-0.10876625581824902,-0.041526092682405404,0.03638095156317287,0.01459278615028712,-0.05705589182046422,-0.015024611061958895,-0.027902627180209784,0.0004253798614409261,-0.03316323366774528,0.07541286765582467,0.06100666942387452
RBP4,-0.09104489469898283,-0.06332719990299925,0.09514148064490187,-0.00951157948115424,-0.028678393413094444,0.03607941568095792,-0.09261005217872242,0.06004670969493942,0.017925556804328353,0.20475708983698052,0.0025757275305087336,0.002933806445959388,0.053555654830269715,0.08795442962962449,-0.12425669578599315,0.06912290726415758,-0.07505504234045378,-0.06229876350199051,-0.061621815238103256,0.11644347509592895,0.0859788740794405,-0.26164828243619215,0.09733508598063657,1.0,0.1421711038389328,0.18997495624205138,-0.03512263550120041,0.00040486480307321454,0.03565133933304038,0.038456591957954055,0.05393439433026513,-0.06509780911788006,-0.026390812487600404,0.021739130434782608,-0.0881143680519702,0.001173938586351852,-0.004099410844263779,0.000512820782548806,-0.2238956112011365,0.017374038758034994,-0.027288514856073417,0.04311040883902075,0.11496594582484551,0.008883545684825246,-0.049470208690760936,-0.026162871914428617,0.03155499197036717,-0.10563380281690139,-0.06212466482345342,-0.05398814066653695,0.15928056777433802,0.10862622025870049,0.23174217538158493,-0.10657542740534745,0.10705039772822829,0.12104130815675719,0.16147053264643613,-0.035014949387256515,0.07106291774570019,-0.02312919390185061,0.12270507921172703,0.12981424611101192,-0.05174496695213211,0.03930553737502143,-0.23411554760490047,-0.09556275564348897,-0.006168907589626338,0.030299789330588394,-0.11693142445518012,-0.1398982133903043,0.003980657777066337,-0.04547083300827305,0.06594843412571198,-0.021496252513085724,-0.049402768578340375,-0.03336443656854819,-0.18536334367879911,-0.12359359224101825,0.058966853751734744,0.1474931677917943,0.06838537730034774,0.004839216761472377,0.10528037684426332,-0.2994414535947512
年龄,-0.013136498823212137,0.01318123266300736,-0.013472453010801367,0.023471070430293502,-0.016595430926058728,0.007295377694225359,-0.0020163504970723547,-0.033651862631226145,-0.035818903802510585,-0.002798709144757936,-0.004419348468954121,-0.006883633279783094,0.01758595062474366,0.00801845961069599,-0.0020186294270947893,0.0655299622804254,-0.00846473931585803,0.0071195255243713855,0.004554742364062162,0.026745253737156423,-0.003791535190421707,-0.08630012850538708,-0.0343825775304045,0.1421711038389328,1.0,0.2794614579817376,0.1482560659085153,-0.018632901187783265,0.0943702274978323,0.08847502443822089,0.1097435451635494,0.05010120753210619,-0.017785463909176718,0.07365856926529862,-0.026493845951732268,0.16125325981104158,0.008225219248248898,0.015225209471448484,-0.10251832568257785,0.07956452577967286,0.08482991688205173,0.02430282999930387,0.08905900772986071,-0.04680411122750376,0.0028144521141236583,0.01873119507847521,-0.010815207062751003,-0.013474506813454704,0.021289358519823748,0.002976798235791734,-0.01935215585302271,-0.06671181161079895,-0.015573922389283915,-0.0016377004121112034,0.012310879867728972,0.007373461095781349,0.007133729621097117,-0.0064341328853921315,0.039332757483418204,-0.01616290108242916,0.026353473834349248,0.01813011228761136,0.03724918292800219,-0.012369450504920618,0.015528698483047573,0.0011059751924725177,0.009453081138498565,0.021309850702516498,0.032586933020411185,-0.020344715738933917,0.024746671999834404,-0.009873990586105594,0.024298483501710058,0.013609143437921458,0.0099344263686342,0.0030265440529730295,-0.0022427296480158386,-0.014464349341153584,-0.03410276876047774,0.013640529940917495,0.027863069260702557,0.04587885552956004,-0.020637950980221063,0.15515445890828025
孕次,-0.09887373087751145,0.009134343579288043,0.030679220832093637,0.05583915523031154,0.047168353058545984,-0.006274194058196399,0.007587897285365698,-0.011942470393800928,-0.017424905824212616,0.029954178994837648,0.06874909329147652,0.04717922030752128,0.01730037125176231,0.0068744823026850735,-0.011545059191412814,0.028059676029207337,0.037812753863849975,-0.034248088861835745,-0.036461206509700674,0.044649399310170874,0.0013924066284077392,-0.12874342428243038,-0.02436897016913419,0.18997495624205138,0.2794614579817376,1.0,0.22182342967379823,-0.025767962116725333,0.11597304267144257,0.10405283989729319,0.13566881190581817,0.013307019627887747,-0.031462521630176106,0.16264397364765928,-0.023274298619034434,0.06729894926516389,-0.013744759714643926,-0.010486213136417778,-0.10773268703067469,0.07497237500154959,-0.008825930066420976,-0.04207105329887561,0.009405371994656493,-0.057868129111355804,-0.03633602324283171,-0.0016903195341657388,-0.012371409114542636,0.0028187976255430393,0.002991997533489837,0.051253758148461656,-0.017415735825116574,-0.07206889407426144,-0.0070854719159279995,-0.05857961118424672,0.09521082844941817,0.0443349137200445,-0.05270948535306072,0.027803120327717222,-0.0015907787059661702,0.048435746283554786,0.00502448232658277,0.013322956084740002,0.06867545134377286,-0.04884658343887829,0.006106341297083941,-0.04924994875189903,0.02619348337174428,-0.032464033744702955,0.03874973026451368,-0.07135525234025496,0.02033255248197727,0.05843363494207369,-0.020187638534934195,0.042164460374606194,0.04374943951876116,-0.02743025501390084,0.01111088236432775,0.010694000401785827,0.01494016821664905,-0.021428688843863664,0.0036683555487266174,0.008535786390521945,-0.0013535539899888005,0.059831934219518795
